구분,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000002,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 간성읍 진부리 133 ,강원도 고성군 간성읍 진부령로 1218,24742,진부리마을관리휴양지야영장,2.02E+13,U,40:00.0,,128.3625999,38.29034285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000003,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 현내면 초도리 94-7 ,강원도 고성군 현내면 초도항길 19,24706,화진포솔밭야영장,2.02E+13,U,40:00.0,,128.4368728,38.4792249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000004,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 토성면 천진리 112-18 ,강원도 고성군 토성면 천진해변길 47,24764,천진해변야영장,2.02E+13,U,40:00.0,,128.5591403,38.25813153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000005,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 토성면 청간리 1-14 ,강원도 고성군 토성면 아야진해변길 17,24758,청간해변야영장,2.02E+13,U,40:00.0,,128.555745,38.26591604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000006,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 오호리 68-10 ,강원도 고성군 죽왕면 심층수길 22  자율방범대 의용소방대,24747,봉수대해변야영장,2.02E+13,U,40:00.0,,128.5261999,38.32152357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000007,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 죽왕면 가진리 1-2 ,강원도 고성군 죽왕면 가진길 30,24744,가진리해변야영장,2.02E+13,U,40:00.0,,128.5082607,38.37021615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000008,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 삼포리 243-18 ,강원도 고성군 죽왕면 삼포해변길 10,24750,삼포해변야영장,2.02E+13,U,40:00.0,,128.5305085,38.31550521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000009,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 삼포리 1-10 ,강원도 고성군 죽왕면 삼포해변길 76,24750,삼포2리해변야영장,2.02E+13,U,40:00.0,,128.5353231,38.31121364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000010,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 공현진리 431-12 ,강원도 고성군 죽왕면 공현진해변길 108  공현진2리해변관리사무소,24745,공현진2리해변야영장,2.02E+13,U,40:00.0,,128.5087508,38.35444883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000011,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 죽왕면 문암진리 19-3 ,강원도 고성군 죽왕면 문암항길 133,24752,백도해변야영장,2.02E+13,U,40:00.0,,128.5453288,38.29769485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000012,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 문암진리 460-9 ,강원도 고성군 죽왕면 자작도선사길 105-1,24752,자작도해변야영장,2.02E+13,U,40:00.0,,128.541623,38.3054889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132018000003,20180720,,1,영업/정상,13,영업중,,,,,033-633-5055,,,강원도 속초시 장사동 67-6 ,강원도 속초시 장성천길 151 (장사동),24802,속초 밤하늘글램핑,2.02E+13,U,40:00.0,,,,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132019000001,20190605,,1,영업/정상,13,영업중,,,,,,,,강원도 속초시 대포동 478-7번지,강원도 속초시 동해대로 3847-7 (대포동),24900,뉴욕카라반,2.02E+13,I,21:05.0,,128.6010224,38.17555184,일반야영장업,,자연녹지지역,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132018000002,20180718,,3,폐업,3,폐업,20180820,,,,,,,강원도 속초시 대포동 591번지 선,,,외옹치마을 해변야영장,2.02E+13,I,44:42.0,,128.6079355,38.18034027,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132018000001,20180620,,3,폐업,3,폐업,20180820,,,,033 638 6231,,,강원도 속초시 조양동 1469번지,강원도 속초시 해오름로 140 (조양동),24887,속초해수욕장 제2캠핑장(야영장),2.02E+13,I,44:42.0,,128.6047634,38.18429593,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132017000002,20170717,,3,폐업,3,폐업,20170803,,,,,,,강원도 속초시 대포동 591번지,,,외옹치마을 해변야영장,2.02E+13,I,44:42.0,,128.6079355,38.18034027,일반야영장업,,자연녹지지역,,기타,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,784
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132017000001,20170629,,3,폐업,3,폐업,20171023,,,,033 6386231,,,강원도 속초시 조양동 1469번지,강원도 속초시 해오름로 140 (조양동),24887,속초해수욕장 제2캠핑장(야영장),2.02E+13,I,44:42.0,,128.6047634,38.18429593,일반야영장업,,자연녹지지역,,기타,,,,,,,,,,,,,,,,,6099,,,,,,,,,,,,,6099
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132016000001,20160801,,3,폐업,3,폐업,,,,,,,,강원도 속초시 대포동 591번지,,,외옹치마을해변야영장,2.02E+13,I,44:42.0,,128.6079355,38.18034027,일반야영장업,,,,기타,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000018,20210719,,1,영업/정상,13,영업중,,,,,033-680-3114,,,강원도 고성군 죽왕면 문암진리 466-1 ,강원도 고성군 죽왕면 삼포해변길 94,24752,자작도캠핑장,2.02E+13,I,22:53.0,,128.53802,38.30918586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000019,20210719,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 토성면 원암리 415 ,강원도 고성군 토성면 미시령폭포길 64,24768,캠핑느루,2.02E+13,I,22:53.0,,128.4813053,38.20629158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,속초시,일반야영장업,03_11_07_P,4230000,CDFI2262132021000001,20210726,,3,폐업,3,폐업,20210829,,,,,,,강원도 속초시 대포동 591 번지선 ,,,외옹치마을 해변야영장,2.02E+13,U,40:00.0,,128.6079355,38.18034027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000013,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 공현진리 143-39 ,강원도 고성군 죽왕면 공현진해변길 47,24745,공현진1리해변야영장,2.02E+13,U,40:00.0,,128.5099006,38.34943391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000014,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 거진읍 거진리 340-20 ,강원도 고성군 거진읍 거탄진로72번길 6-1,24713,거진11리해변야영장,2.02E+13,U,40:00.0,,128.4533792,38.43907848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000015,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 거진읍 반암리 4-1 ,강원도 고성군 거진읍 반암길 40,24723,반암리해변야영장,2.02E+13,U,40:00.0,,128.4619333,38.41863539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000016,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 거진읍 화포리 596 ,강원도 고성군 거진읍 화진포길 330,24710,화진포(거진)해변야영장,2.02E+13,U,40:00.0,,128.4393887,38.4719015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000020,20210908,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 현내면 초도리 94 ,,,화진포솔밭야영장,2.02E+13,I,22:49.0,,128.4352992,38.4791184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000021,20210917,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 삼포리 1-11 ,,,삼포2리해변야영장,2.02E+13,I,22:48.0,,128.5351052,38.31095315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000002,20210614,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 간성읍 장신리 513 ,강원도 고성군 간성읍 소똥령마을길 32,24741,소똥령 마을관리휴양지 야영장,2.02E+13,I,22:54.0,,128.3776792,38.32777076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000003,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 거진읍 반암리 1 ,,,반암리해변야영장,2.02E+13,I,22:52.0,,128.4619373,38.42048697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000004,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 거진읍 화포리 516-1 ,,,화진포(거진)해변야영장,2.02E+13,I,22:52.0,,128.4372156,38.47530172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000005,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 오호리 1-5 ,,,송지호해변야영장,2.02E+13,I,22:52.0,,128.5267235,38.32774975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000006,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 현내면 명파리 245-1 ,,,명파리해변야영장,2.02E+13,I,22:52.0,,128.4004671,38.53647169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000007,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 현내면 초도리 94 ,,,화진포솔밭야영장,2.02E+13,I,22:52.0,,128.4352992,38.4791184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000008,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 삼포리 1-11 ,,,삼포2리해변야영장,2.02E+13,I,22:52.0,,128.5351052,38.31095315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000009,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 공현진리 143-39 ,,,공현진1리해변야영장,2.02E+13,I,22:52.0,,128.5099006,38.34943391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000010,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 삼포리 243-18 ,,,삼포해변야영장,2.02E+13,I,22:52.0,,128.5305085,38.31550521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000011,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 공현진리 431-12 공현진2리해변관리사무소 ,강원도 고성군 죽왕면 공현진해변길 108  공현진2리해변관리사무소,24745,공현진2리해변야영장,2.02E+13,I,22:52.0,,128.5087508,38.35444883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000012,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 가진리 산 1-10 ,강원도 고성군 죽왕면 가진해변길 138,24744,가진리해변야영장,2.02E+13,I,22:52.0,,128.5076701,38.36436482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000013,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 토성면 청간리 1-14 ,,,청간해변야영장,2.02E+13,I,22:52.0,,128.555745,38.26591604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000014,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 토성면 천진리 111-5 ,,,천진해변야영장,2.02E+13,I,22:52.0,,128.5596588,38.25755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000015,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 거진읍 거진리 22-20 ,,,거진11리해변야영장,2.02E+13,I,22:52.0,,128.4537311,38.4376802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000016,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 문암진리 460-9 자작도관리실 ,강원도 고성군 죽왕면 자작도선사길 105-1  자작도관리실,24752,자작도해변야영장,2.02E+13,I,22:52.0,,128.541623,38.3054889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132021000017,20210715,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 문암진리 19-3 ,강원도 고성군 죽왕면 문암항길 133,24752,백도해변야영장,2.02E+13,I,22:52.0,,128.5453288,38.29769485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142021000001,20210217,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 토성면 금화정리 124-2 ,강원도 고성군 토성면 화원길 13,24754,쭌카라반 캠핑장,2.02E+13,I,23:01.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142020000001,20200624,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 죽왕면 문암진리 19-3 ,강원도 고성군 죽왕면 문암항길 133,24752,백도오토캠핑장,2.02E+13,I,23:17.0,,128.5453288,38.29769485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142020000002,20200630,,3,폐업,3,폐업,20201101,,,,033-631-3811,,,강원도 고성군 죽왕면 삼포리 243-13 오션투유콘도 ,강원도 고성군 죽왕면 삼포해변길 9  오션투유콘도,24750,속초동해카라반호텔 캠핑장,2.02E+13,U,40:00.0,,128.5303957,38.31421314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142015000001,20150521,,1,영업/정상,13,영업중,,,,,033-681-5244,,219821,강원도 고성군 죽왕면 오봉리 8-10번지,강원도 고성군 죽왕면 동해대로 6090,24747,송지호 오토캠핑장,2.02E+13,I,59:59.0,,128.5130905,38.33977054,자동차야영장업,,관리지역,1,기타,,,숙박시설,1,,,,,,,,,,,,,30500,,,,,,,,,0,,,,30500
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142017000001,20170515,,1,영업/정상,13,영업중,,,,,033-680-3422,,,강원도 고성군 거진읍 송정리 80-93번지,강원도 고성군 거진읍 건봉사로 1504,24709,수목화 송정마을 오토캠핑장,2.02E+13,I,59:59.0,,128.4234155,38.43773518,자동차야영장업,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142016000002,20160708,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 토성면 용촌리 84-3번지 청간정콘도 ,강원도 고성군 토성면 중앙로 642-22  청간정콘도,24766,청간정콘도 카라반 캠핑장,2.02E+13,U,40:00.0,,128.5736219,38.23800305,자동차야영장업,,관리지역,,,,,,,,,,Cheong Kan Jeong Kondo Karaba Camping resort,Service(Auto camping),,,,,,,,1872,,,,,,,,,,,,,1872
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142015000004,20151211,,1,영업/정상,13,영업중,,,,,033-631-7601,,,강원도 고성군 토성면 청간리 217번지 클레시움아파트,강원도 고성군 토성면 아야진해변길 1  1동 302호 (클레시움아파트),24758,(주)이랜드파크 켄싱턴리조트 설악비치,2.02E+13,U,40:00.0,,128.5724342,38.23897482,자동차야영장업,,관리지역,1,기타,,,기타,,,,22,ELAND PARK Kensingtonresort Seorakbeach,Service(Auto Camping),,,,,,,,9817,,,,,,,,,,,,,9817
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142015000003,20151026,,1,영업/정상,13,영업중,,,,,336314255,,,강원도 고성군 죽왕면 문암진리 134-78번지 ,강원도 고성군 죽왕면 괘진길 54,24752,티피캠핑장,2.02E+13,U,40:00.0,,128.5484863,38.293232,자동차야영장업,,관리지역,1,기타,,,기타,1,,,,TEE PEE CAMPING RESORT,Service,,,,,,,,1037.82,,,,,,,,,150000000,,,,1038
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142016000007,20160927,,1,영업/정상,13,영업중,,,,,336803736,,,강원도 고성군 죽왕면 삼포리,강원도 고성군 죽왕면 봉수대길 1 (봉수대해변),24747,봉수대오토캠핑장,2.02E+13,I,59:59.0,,,,자동차야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142019000003,20190625,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 토성면 신평리 458-60번지 말보로맨,강원도 고성군 토성면 서신평1길 46  말보로맨,24763,말보로맨 오토캠핑장,2.02E+13,I,21:22.0,,128.5116726,38.22883499,자동차야영장업,,관리지역,,기타,,,기타,,,,,,,,,,,,,,4913,,,,,,,,,,,,,4913
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142019000001,20190513,,1,영업/정상,13,영업중,,,,,,,,강원도 고성군 현내면 명파리 230-29번지,강원도 고성군 현내면 명파4길 47,24701,명파 해변 오토캠핑장,2.02E+13,I,21:01.0,,128.4047714,38.5408741,자동차야영장업,,관리지역,,기타,,,,,,,,,,,,,,,,,10961,,,,,,,,,,,,,10961
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142016000003,20160715,,3,폐업,3,폐업,20160927,,,,,,,강원도 고성군 죽왕면 오호리 68-15번지,강원도 고성군 죽왕면 봉수대길 1 (봉수대관리사무소),24747,봉수대오토캠핑장,2.02E+13,I,59:59.0,,128.5259515,38.32041678,자동차야영장업,,관리지역,1,기타,,,근린생활시설,1,,,,Bong soo dae camping resort,Service(Auto Camping),,,,,,,,51633,,,,,,,,,,,,,51633
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142018000001,20180920,,3,폐업,3,폐업,20181106,,,,,,,강원도 고성군 죽왕면 문암진리 19-3번지,강원도 고성군 죽왕면 문암항길 133,24752,백도오토캠핑장,2.02E+13,U,36:21.0,,128.5453288,38.29769485,자동차야영장업,,,,기타,,,,,,,,,,,,,,,,,8605,,,,,,,,,,,,,8605
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142019000002,20190531,,3,폐업,3,폐업,20190831,,,,,,,강원도 고성군 죽왕면 문암진리 19-3번지,강원도 고성군 죽왕면 문암항길 133,24752,백도오토캠핑장,2.02E+13,U,40:00.0,,128.5453288,38.29769485,자동차야영장업,,관리지역,,기타,,,,,,,,,,,,,,,,,8605,,,,,,,,,,,,,8605
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142019000004,20190708,,3,폐업,3,폐업,20191111,,,,033-631-3811,,,강원도 고성군 죽왕면 삼포리 243-13번지 오션투유콘도,강원도 고성군 죽왕면 삼포해변길 9  오션투유콘도,24750,속초동해카라반호텔,2.02E+13,U,40:00.0,,128.5303957,38.31421314,자동차야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142015000002,20150804,,3,폐업,3,폐업,20200110,,,,336824290,,,강원도 고성군 현내면 죽정리 365번지,강원도 고성군 현내면 모정2길 2,24707,화진포 오토캠핑장,2.02E+13,U,40:00.0,,128.4195243,38.46724334,자동차야영장업,,관리지역,1,기타,,,기타,1,,,,,,,,,,,,,1084.96,,,,,,,,,,,,,1085
자동차야영장,강원도,고성군,자동차야영장업,03_11_05_P,4340000,CDFI2262142017000003,20170721,,3,폐업,3,폐업,20181106,,,,033 680 3356,,,강원도 고성군 죽왕면 문암진리 19-3번지,강원도 고성군 죽왕면 문암항길 133,24752,백도오토캠핑장,2.02E+13,U,36:21.0,,128.5453288,38.29769485,자동차야영장업,,,,,,,,,,,,,,,,,,,,,24527,,,,,,,,,,,,,24527
자동차야영장,강원도,속초시,자동차야영장업,03_11_05_P,4230000,CDFI2262142015000001,20150713,,2,휴업,2,휴업,,20210721,20210816,,336367700,,,강원도 속초시 설악동 산 82 설악산야영장 ,강원도 속초시 청봉로 25  설악산야영장 (설악동),24904,설악동자동차야영장,2.02E+13,U,40:00.0,,128.5434341,38.15971267,자동차야영장업,,자연녹지지역,,기타,,,,,,,,,,,,,,,,,97670,,,,,,,,,,,,,97670
자동차야영장,강원도,속초시,자동차야영장업,03_11_05_P,4230000,CDFI2262142014000001,20140306,,1,영업/정상,13,영업중,,,,,033-633-3171,,,강원도 속초시 조양동 1463-51번지,강원도 속초시 해오름로 177 (조양동),24887,속초해변 국민여가 캠핑장,2.02E+13,U,40:00.0,,128.6019434,38.18549343,자동차야영장업,,일반상업지역,1,기타,,,기타,1,,,251,,,,,,,,,,10963,,,,,,,,,,,,,10963
